province,year,persian_year,fuel_dependency_hbsir
Mazandaran,2022,1401,0.17592561645724167
North_Khorasan,2005,1384,0.20647348639802973
North_Khorasan,2006,1385,0.13739087362063523
North_Khorasan,2007,1386,0.15604085035891413
North_Khorasan,2008,1387,0.1580492927351478
North_Khorasan,2009,1388,0.12092802486288443
North_Khorasan,2010,1389,0.1375054224946771
North_Khorasan,2011,1390,0.2460784210110915
North_Khorasan,2012,1391,0.1872870907984065
North_Khorasan,2013,1392,0.1441806676042627
North_Khorasan,2014,1393,0.19321557677677853
North_Khorasan,2015,1394,0.2147259199071225
North_Khorasan,2016,1395,0.18624849590206138
North_Khorasan,2017,1396,0.23106623644339633
North_Khorasan,2018,1397,0.23185507111398265
North_Khorasan,2019,1398,0.22272831222694142
North_Khorasan,2020,1399,0.39143822222257113
North_Khorasan,2021,1400,0.38742396947550045
North_Khorasan,2022,1401,0.19287520180181392
Qazvin,2005,1384,0.12812560597899542
Qazvin,2006,1385,0.11846023516908206
Qazvin,2007,1386,0.12858940957178536
Qazvin,2008,1387,0.12806830836131822
Qazvin,2009,1388,0.10815117428994518
Qazvin,2010,1389,0.12392272263501651
Qazvin,2011,1390,0.1914359585355653
Qazvin,2012,1391,0.17357566448033726
Qazvin,2013,1392,0.17050410058615498
Qazvin,2014,1393,0.20587249547969724
Qazvin,2015,1394,0.2414928166191182
Qazvin,2016,1395,0.24250761623983086
Qazvin,2017,1396,0.24476408458771154
Qazvin,2018,1397,0.24823054006412218
Qazvin,2019,1398,0.241464463501884
Qazvin,2020,1399,0.25214764337112217
Qazvin,2021,1400,0.22040002597284453
Qazvin,2022,1401,0.22066597247593045
Qom,2005,1384,0.19351780668489396
Qom,2006,1385,0.18528803988758888
Qom,2007,1386,0.3885486577141424
Qom,2008,1387,0.21671172646454434
Qom,2009,1388,0.17952130358115814
Qom,2010,1389,0.24447409108167215
Qom,2011,1390,0.3283768305936245
Qom,2012,1391,0.28512184455030914
Qom,2013,1392,0.3142714931313202
Qom,2014,1393,0.37255530507666573
Qom,2015,1394,0.2994417806306764
Qom,2016,1395,0.29164114204480385
Qom,2017,1396,0.31122884581149823
Qom,2018,1397,0.28183770374523137
Qom,2019,1398,0.32177981346816853
Qom,2020,1399,0.3921721258272341
Qom,2021,1400,0.33469588765225206
Qom,2022,1401,0.30323084615089574
Razavi_Khorasan,2005,1384,0.17630215066102517
Razavi_Khorasan,2006,1385,0.19269832075933344
Razavi_Khorasan,2007,1386,0.1892213006169979
Razavi_Khorasan,2008,1387,0.19078447944303034
Razavi_Khorasan,2009,1388,0.2035691944816959
Razavi_Khorasan,2010,1389,0.2029159837740927
Razavi_Khorasan,2011,1390,0.2650418806929706
Razavi_Khorasan,2012,1391,0.2363223333439865
Razavi_Khorasan,2013,1392,0.2685393473936539
Razavi_Khorasan,2014,1393,0.2967346735691019
Razavi_Khorasan,2015,1394,0.2863798285488344
Razavi_Khorasan,2016,1395,0.2661700455970271
Razavi_Khorasan,2017,1396,0.26043412279295564
Razavi_Khorasan,2018,1397,0.2463009449280085
Razavi_Khorasan,2019,1398,0.25080153171793695
Razavi_Khorasan,2020,1399,0.32140070867094755
Razavi_Khorasan,2021,1400,0.28185061946408263
Razavi_Khorasan,2022,1401,0.2508989889432395
Semnan,2005,1384,0.1671433749258183
Semnan,2006,1385,0.13838896350056293
Semnan,2007,1386,0.1334279888028936
Semnan,2008,1387,0.15634419602576077
Semnan,2009,1388,0.1416057830188502
Semnan,2010,1389,0.13522041382714547
Semnan,2011,1390,0.22451903418034308
Semnan,2012,1391,0.22534976792506295
Semnan,2013,1392,0.20911908426800482
Semnan,2014,1393,0.2666776145456021
Semnan,2015,1394,0.28792643199187345
Semnan,2016,1395,0.26579116485232807
Semnan,2017,1396,0.28439401184247814
Semnan,2018,1397,0.28732602285857856
Semnan,2019,1398,0.27991860218548237
Semnan,2020,1399,0.3064156060873811
Semnan,2021,1400,0.34077414985226334
Semnan,2022,1401,0.25033531153835054
Sistan_and_Baluchestan,2005,1384,0.18159200788244184
Sistan_and_Baluchestan,2006,1385,0.1962269502300081
Sistan_and_Baluchestan,2007,1386,0.2252976648318165
Sistan_and_Baluchestan,2008,1387,0.22216851966556653
Sistan_and_Baluchestan,2009,1388,0.27685140703892214
Sistan_and_Baluchestan,2010,1389,0.3155204651874858
Sistan_and_Baluchestan,2011,1390,0.1944595347594136
Sistan_and_Baluchestan,2012,1391,0.1845886890698502
Sistan_and_Baluchestan,2013,1392,0.1789705930115806
Sistan_and_Baluchestan,2014,1393,0.23641636083873052
Sistan_and_Baluchestan,2015,1394,0.24927549369269456
Sistan_and_Baluchestan,2016,1395,0.2793714980398715
Sistan_and_Baluchestan,2017,1396,0.2628509099349461
Sistan_and_Baluchestan,2018,1397,0.3571298879666961
Sistan_and_Baluchestan,2019,1398,0.3255022765394723
Sistan_and_Baluchestan,2020,1399,0.3280191510935755
Sistan_and_Baluchestan,2021,1400,0.3596854144380384
Sistan_and_Baluchestan,2022,1401,0.3292881242666946
South_Khorasan,2005,1384,0.2673028055979659
South_Khorasan,2006,1385,0.26283443179823934
South_Khorasan,2007,1386,0.2090618907811859
South_Khorasan,2008,1387,0.25007830423206956
South_Khorasan,2009,1388,0.2539276449173375
South_Khorasan,2010,1389,0.2800435194185079
South_Khorasan,2011,1390,0.3276889982906625
South_Khorasan,2012,1391,0.28149280687337164
South_Khorasan,2013,1392,0.23752508437408074
South_Khorasan,2014,1393,0.22671740172700192
South_Khorasan,2015,1394,0.3017744679764181
South_Khorasan,2016,1395,0.28461396021035984
South_Khorasan,2017,1396,0.36761750617008376
South_Khorasan,2018,1397,0.3678827785700783
South_Khorasan,2019,1398,0.33919867610138676
South_Khorasan,2020,1399,0.3508221348104564
South_Khorasan,2021,1400,0.3478718866362211
South_Khorasan,2022,1401,0.3146009375411101
Tehran,2005,1384,0.15387913703767592
Tehran,2006,1385,0.16123051657315118
Tehran,2007,1386,0.1270009601232415
Tehran,2008,1387,0.12037726982260186
Tehran,2009,1388,0.15549620160000907
Tehran,2010,1389,0.191042276480742
Tehran,2011,1390,0.249157540620408
Tehran,2012,1391,0.210551857195229
Tehran,2013,1392,0.20255543043429952
Tehran,2014,1393,0.22427028130024299
Tehran,2015,1394,0.23396255571620372
Tehran,2016,1395,0.24700668521436608
Tehran,2017,1396,0.28124380030801943
Tehran,2018,1397,0.2789944831926743
Tehran,2019,1398,0.2891635583979006
Tehran,2020,1399,0.31479476891419345
Tehran,2021,1400,0.2727790055912849
Tehran,2022,1401,0.25184643852701816
West_Azerbaijan,2005,1384,0.09369324790400516
West_Azerbaijan,2006,1385,0.1298269098263749
West_Azerbaijan,2007,1386,0.165688490727208
West_Azerbaijan,2008,1387,0.16144807835704617
West_Azerbaijan,2009,1388,0.15123077466522014
West_Azerbaijan,2010,1389,0.16181307677871284
West_Azerbaijan,2011,1390,0.21970870236997503
West_Azerbaijan,2012,1391,0.17427740017253873
West_Azerbaijan,2013,1392,0.19634192673258657
